"City_locality","iso3","country","super_region","super_region_name","pm25","sat_2014","log_pm25","log_sat","cluster_region"
"","AUS","Australia",1,"HighIncome",33.4638009049774,33.3142921185601,3.51046428459367,3.50598649765909,2
"´è_´è__lhavo","PRT","Portugal",1,"HighIncome",15,9.86699962615967,2.70805020110221,2.28919581798709,2
"´è_´è__vila","ESP","Spain",1,"HighIncome",10,9.17549991607666,2.30258509299405,2.21653687922213,2
"AACHEN","DEU","Germany",1,"HighIncome",13,15.5379972457886,2.56494935746154,2.74328845927172,2
"AALBORG","DNK","Denmark",1,"HighIncome",11,9.79850196838379,2.39789527279837,2.28222951362319,2
"AALEN","DEU","Germany",1,"HighIncome",12,19.3479995727539,2.484906649788,2.96258903287855,2
"AALESUND","NOR","Norway",1,"HighIncome",7.5,4.72599935531616,2.01490302054226,1.55307904235255,2
"AARSCHOT","BEL","Belgium",1,"HighIncome",15,15.7580051422119,2.70805020110221,2.75734849914734,2
"Aba","NGA","Nigeria",7,"Sub-Saharan Afr",49,45.8204879760742,3.89182029811063,3.82473132681749,4
"Abakaliki","NGA","Nigeria",7,"Sub-Saharan Afr",28,52.1980171203613,3.3322045101752,3.95504450796712,4
"ABANTO Y CIERVANA/ABANTO ZIERB","ESP","Spain",1,"HighIncome",12,9.25250148773193,2.484906649788,2.22489394607059,2
"Abastumani","GEO","Georgia",4,"E-Eur/C-Eur/C-Asia",15,18.2754993438721,2.70805020110221,2.90556132914064,2
"ABBOTSFORD","CAN","Canada",1,"HighIncome",7,4.04150104522705,1.94591014905531,1.39661616881527,2
"ABERDEEN","GBR","United Kingdom",1,"HighIncome",9,6.6574969291687,2.19722457733622,1.89574357744692,2
"Abu Dhabi","ARE","United Arab Emirates",2,"N-Afr/MidEast",56.6666666666667,45.8957443237305,4.03718614838215,3.82637239650949,3
"ACQUAPENDENTE","ITA","Italy",1,"HighIncome",10,17.9379978179932,2.30258509299405,2.88692124605421,2
"ADANA","TUR","Turkey",2,"N-Afr/MidEast",28,23.3541259765625,3.3322045101752,3.15077366985677,4
"Adelaide","AUS","Australia",1,"HighIncome",6.51373927528571,3.15550030980791,1.87391368076681,1.14914706022244,2
"ADIYAMAN","TUR","Turkey",2,"N-Afr/MidEast",44,20.9560012817383,3.78418963391826,3.04242506270928,4
"Adrian, MI","USA","United States of America",1,"HighIncome",9,9.98000144958496,2.19722457733622,2.30058323557236,2
"Afikpo","NGA","Nigeria",7,"Sub-Saharan Afr",25,50.7555084228516,3.2188758248682,3.92702015238357,4
"Afula","ISR","Israel",1,"HighIncome",21,29.7459983825684,3.04452243772342,3.39269461479564,2
"AFYON","TUR","Turkey",2,"N-Afr/MidEast",61,21.0610027313232,4.11087386417331,3.04742311864564,4
"AG´è_´è__IMES","ESP","Spain",1,"HighIncome",7,14.7574992179871,1.94591014905531,2.69175137514182,2
"AGEN","FRA","France",1,"HighIncome",9,10.5629997253418,2.19722457733622,2.35735730283911,2
"AGIA PARASKEVI","GRC","Greece",1,"HighIncome",10,16.7139987945557,2.30258509299405,2.81624661945741,2
"Agra","IND","India",3,"S-Asia",104.666666666667,76.8369903564453,4.65078069724014,4.34168616946599,3
"AGRI","TUR","Turkey",2,"N-Afr/MidEast",30,20.6684951782227,3.40119738166216,3.02861056882879,4
"Ahmedabad","IND","India",3,"S-Asia",52.1428571428571,47.0950012207031,3.95398720452718,3.8521668641948,3
"Ahvaz","IRN","Iran (Islamic Republic of)",2,"N-Afr/MidEast",98.5,44.2409934997559,4.59005654817804,3.78965181400885,3
"AIA","ESP","Spain",1,"HighIncome",8,8.28300189971924,2.07944154167984,2.11420545096769,2
"AIRVAULT","FRA","France",1,"HighIncome",10,11.6830015182495,2.30258509299405,2.45813492368874,2
"AIX-EN-PROVENCE","FRA","France",1,"HighIncome",12.5,11.5434970855713,2.52572864430826,2.44612225551664,2
"Aizawl","IND","India",3,"S-Asia",28.8,26.3564987182617,3.3603753871419,3.2717148752531,3
"AJACCIO","FRA","France",1,"HighIncome",12.5,13.7669982910156,2.52572864430826,2.6222742999445,2
"Ajka","HUN","Hungary",4,"E-Eur/C-Eur/C-Asia",17,19.3390007019043,2.83321334405622,2.96212381867492,2
"Akola","IND","India",3,"S-Asia",74.3333333333333,43.8990097045898,4.30855948279201,3.78189176184468,3
"Akron, OH","USA","United States of America",1,"HighIncome",10.5,9.90449905395508,2.35137525716348,2.29298910380392,2
"AKSARAY","TUR","Turkey",2,"N-Afr/MidEast",42,22.7265071868896,3.73766961828337,3.12353196071971,4
"AKUREYRI","ISL","Iceland",1,"HighIncome",8,2.91700005531311,2.07944154167984,1.07055570984791,2
"Al Ain","ARE","United Arab Emirates",2,"N-Afr/MidEast",53,41.5614944458008,3.97029191355212,3.72717412433815,3
"Al Gharbia - Bida Zayed","ARE","United Arab Emirates",2,"N-Afr/MidEast",63,47.6760025024414,4.14313472639153,3.86442817910895,3
"Al Gharbia - Gayathi","ARE","United Arab Emirates",2,"N-Afr/MidEast",62,51.4275016784668,4.12713438504509,3.94017308148203,3
"Al Gharbia - Liwa Oasis","ARE","United Arab Emirates",2,"N-Afr/MidEast",57,43.9055023193359,4.04305126783455,3.78203964979732,3
"Al Jubail","SAU","Saudi Arabia",2,"N-Afr/MidEast",154,63.2274894714355,5.03695260241363,4.1467391665762,6
"Al Wakrah","QAT","Qatar",2,"N-Afr/MidEast",85,57.9949913024902,4.44265125649032,4.06035664996384,5
"Al-Ahmadi","KWT","Kuwait",2,"N-Afr/MidEast",64,58.6640167236328,4.15888308335967,4.07182653586634,3
"Al-Fahaheel","KWT","Kuwait",2,"N-Afr/MidEast",44,60.6565093994141,3.78418963391826,4.10522695690895,3
"Al-Jahra","KWT","Kuwait",2,"N-Afr/MidEast",49,50.5005226135254,3.89182029811063,3.92198368501045,3
"Al-Karak","JOR","Jordan",2,"N-Afr/MidEast",19,28.7840061187744,2.94443897916644,3.3598198897837,4
"Al-Mansouriya","KWT","Kuwait",2,"N-Afr/MidEast",68,47.8330039978027,4.21950770517611,3.86771586144451,3
"Al-Mutla","KWT","Kuwait",2,"N-Afr/MidEast",47,57.8839950561523,3.85014760171006,4.05844092246617,3
"Al-Rumaithyia","KWT","Kuwait",2,"N-Afr/MidEast",58,49.9275054931641,4.06044301054642,3.91057206318364,3
"Al-Salam","KWT","Kuwait",2,"N-Afr/MidEast",64,57.2389984130859,4.15888308335967,4.0472354565108,3
"Al-Shuwaikh","KWT","Kuwait",2,"N-Afr/MidEast",88,47.8330039978027,4.47733681447821,3.86771586144451,3
"Al-Zarqa'","JOR","Jordan",2,"N-Afr/MidEast",55,32.7558352152506,4.00733318523247,3.48908112072154,4
"ALAG´è_´è__N","ESP","Spain",1,"HighIncome",10,7.40899896621704,2.30258509299405,2.00269533790381,2
"Alajuela","CRI","Costa Rica",5,"LatAm/Carib",20,3.98950099945068,2.99573227355399,1.38366616028645,2
"Alappuzha","IND","India",3,"S-Asia",27,25.0890007019043,3.29583686600433,3.22242953104407,3
"ALATRI","ITA","Italy",1,"HighIncome",21,15.811993598938,3.04452243772342,2.76076874061131,2
"ALBA","ITA","Italy",1,"HighIncome",21,23.3620052337646,3.04452243772342,3.15111099476244,2
"ALBA IULIA","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",20,21.7124977111816,2.99573227355399,3.07788802615244,2
"ALBACETE","ESP","Spain",1,"HighIncome",14,10.3050003051758,2.63905732961526,2.33262924395676,2
"ALBALAT DELS TARONGERS","ESP","Spain",1,"HighIncome",7,11.2365026473999,1.94591014905531,2.41916764368105,2
"Albany","AUS","Australia",1,"HighIncome",6.863598022,2.35000205039978,1.92623179724233,0.854416200666232,2
"Albany-Schenectady-Troy, NY","USA","United States of America",1,"HighIncome",7,6.84000015258789,1.94591014905531,1.92278775394263,2
"ALBENGA","ITA","Italy",1,"HighIncome",12,15.8514986038208,2.484906649788,2.76326404499076,2
"ALBERTVILLE","FRA","France",1,"HighIncome",11,13.9375028610229,2.39789527279837,2.63458325449551,2
"ALBI","FRA","France",1,"HighIncome",12.5,8.90650177001953,2.52572864430826,2.18678154598384,2
"ALBISOLA SUPERIORE","ITA","Italy",1,"HighIncome",6,21.9040012359619,1.79175946922805,3.0866693249724,2
"Albufeira","PRT","Portugal",1,"HighIncome",14,10.0030002593994,2.63905732961526,2.3028850739352,2
"Albuquerque, NM","USA","United States of America",1,"HighIncome",6.66666666666667,3.73666636149089,1.89711998488588,1.31819386674536,2
"Albury","AUS","Australia",1,"HighIncome",6.821126854,2.73149991035461,1.92002468606599,1.00485087603453,2
"ALCA´è_´è__IZ","ESP","Spain",1,"HighIncome",8.5,8.67150115966797,2.14006616349627,2.16004191994175,2
"ALCAL´è_´è____ DE HENARES","ESP","Spain",1,"HighIncome",12,9.76000022888184,2.484906649788,2.27829242387601,2
"ALCANAR","ESP","Spain",1,"HighIncome",12,8.95650100708008,2.484906649788,2.19237963811427,2
"ALCANTARILLA","ESP","Spain",1,"HighIncome",12,12.3545007705688,2.484906649788,2.51402043154761,2
"ALCOBENDAS","ESP","Spain",1,"HighIncome",9,10.110499382019,2.19722457733622,2.31357442667096,2
"ALCORA (L')","ESP","Spain",1,"HighIncome",9,11.4380006790161,2.19722457733622,2.43694120485806,2
"ALCORC´è_´è__N","ESP","Spain",1,"HighIncome",10,9.7554988861084,2.30258509299405,2.27783111434693,2
"ALCOY/ALCOI","ESP","Spain",1,"HighIncome",7,12.1389980316162,1.94591014905531,2.49642324776195,2
"ALESSANDRIA","ITA","Italy",1,"HighIncome",29,27.9195003509521,3.36729582998647,3.3293253819945,2
"Alexandra","NZL","New Zealand",1,"HighIncome",10,2.8000009059906,2.30258509299405,1.02961974074918,2
"ALEXANDRIA","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",17,26.3229923248291,2.83321334405622,3.27044279014796,2
"Alexandria, LA","USA","United States of America",1,"HighIncome",8,7.97449779510498,2.07944154167984,2.07624867428743,2
"ALFARO","ESP","Spain",1,"HighIncome",8,7.41199827194214,2.07944154167984,2.00310007527982,2
"ALFONSINE","ITA","Italy",1,"HighIncome",24,28.4269962310791,3.17805383034795,3.34733926517703,2
"ALGAR","ESP","Spain",1,"HighIncome",15,10.9439992904663,2.70805020110221,2.39279129604707,2
"ALGAR DE PALANCIA","ESP","Spain",1,"HighIncome",7,11.2365026473999,1.94591014905531,2.41916764368105,2
"ALGECIRAS","ESP","Spain",1,"HighIncome",13,13.2980003356934,2.56494935746154,2.58761367322416,2
"ALGETE","ESP","Spain",1,"HighIncome",9,9.26449966430664,2.19722457733622,2.22618985550596,2
"Ali Subah Al-Salem","KWT","Kuwait",2,"N-Afr/MidEast",74,62.6775131225586,4.30406509320417,4.13800274092788,3
"ALICANTE/ALACANT","ESP","Spain",1,"HighIncome",10.3333333333333,13.2176666259766,2.33537491581704,2.58155431551493,2
"Allahabad","IND","India",3,"S-Asia",170,89.9130249023438,5.13579843705026,4.49884281310046,3
"Allegan, MI","USA","United States of America",1,"HighIncome",9,8.9084997177124,2.19722457733622,2.18700584545444,2
"Allentown-Bethlehem-Easton, PA-NJ","USA","United States of America",1,"HighIncome",9.5,8.6766242980957,2.2512917986065,2.16063254727946,2
"ALLUMIERE","ITA","Italy",1,"HighIncome",7,14.824499130249,1.94591014905531,2.69628115883237,2
"Almada","PRT","Portugal",1,"HighIncome",9,11.0065002441406,2.19722457733622,2.39848602955274,2
"ALMAZORA/ALMASSORA","ESP","Spain",1,"HighIncome",8,13.2330026626587,2.07944154167984,2.58271391100443,2
"ALMONTE","ESP","Spain",1,"HighIncome",8,10.3830013275146,2.07944154167984,2.34016998117594,2
"ALTENBURG","DEU","Germany",1,"HighIncome",14,17.7004985809326,2.63905732961526,2.87359280759733,2
"Altoona, PA","USA","United States of America",1,"HighIncome",11,7.32750129699707,2.39789527279837,1.99163457060693,2
"Alwar","IND","India",3,"S-Asia",81.3333333333333,56.3599815368652,4.39855593662509,4.03175935943754,3
"ALZIRA","ESP","Spain",1,"HighIncome",10,11.7410011291504,2.30258509299405,2.46308708581964,2
"AMAROUSSIO","GRC","Greece",1,"HighIncome",13,19.7065010070801,2.56494935746154,2.9809485816652,2
"AMASYA","TUR","Turkey",2,"N-Afr/MidEast",24,17.4970016479492,3.17805383034795,2.86202953184715,4
"Ambato","ECU","Ecuador",5,"LatAm/Carib",9,4.02449989318848,2.19722457733622,1.39240065301133,2
"Americana, REGI´è_´è__O METROPOLITANA DE CAMPINAS","BRA","Brazil",5,"LatAm/Carib",16,9.788498878479,2.77258872223978,2.28120811265909,2
"AMETLLA DE MAR (L')","ESP","Spain",1,"HighIncome",6,8.81349945068359,1.79175946922805,2.17628457455117,2
"AMIENS","FRA","France",1,"HighIncome",13.5,14.9120035171509,2.60268968544438,2.70216649380365,2
"Amman","JOR","Jordan",2,"N-Afr/MidEast",32.625,31.1188724040985,3.48507886564286,3.43781446485227,4
"Amravati","IND","India",3,"S-Asia",54,43.9384918212891,3.98898404656427,3.78279074277361,3
"Amritsar","IND","India",3,"S-Asia",108,68.6685028076172,4.68213122712422,4.22929061968072,3
"AMSTERDAM","NLD","Netherlands",1,"HighIncome",15.4444444444444,15.0845560497708,2.73724935579447,2.71367144226551,2
"ANAGNI","ITA","Italy",1,"HighIncome",18,15.9669990539551,2.89037175789616,2.77052403310755,2
"Anchorage, AK","USA","United States of America",1,"HighIncome",5,7.02289924621582,1.6094379124341,1.94917613081395,2
"Andacollo","CHL","Chile",1,"HighIncome",31,5.15949964523315,3.43398720448515,1.6408396068137,2
"ANDENNE","BEL","Belgium",1,"HighIncome",13,14.9609975814819,2.56494935746154,2.70544665357724,2
"Anderson, IN","USA","United States of America",1,"HighIncome",10,10.0230026245117,2.30258509299405,2.30488271389161,2
"ANGERS","FRA","France",1,"HighIncome",12,12.7215023040771,2.484906649788,2.54329365660449,2
"ANGLET","FRA","France",1,"HighIncome",17,8.94849872589111,2.83321334405622,2.19148577809292,2
"ANGOULEME","FRA","France",1,"HighIncome",13.5,11.1975002288818,2.60268968544438,2.41569055953976,2
"Angul","IND","India",3,"S-Asia",57,52.1890029907227,4.04305126783455,3.9548718020186,3
"ANKARA","TUR","Turkey",2,"N-Afr/MidEast",47.625,23.3440608978271,3.86335783344687,3.15034260049135,4
"Anklesvar","IND","India",3,"S-Asia",53.5,48.7319984436035,3.97968165390196,3.88633586655429,3
"Ann Arbor, MI","USA","United States of America",1,"HighIncome",10,10.3015012741089,2.30258509299405,2.33228963938225,2
"ANNABERG-BUCHHOLZ","DEU","Germany",1,"HighIncome",14,17.7004985809326,2.63905732961526,2.87359280759733,2
"ANNECY","FRA","France",1,"HighIncome",14.3333333333333,14.5658353169759,2.66258782702545,2.67867873974361,2
"ANNEMASSE","FRA","France",1,"HighIncome",12,14.429500579834,2.484906649788,2.66927476233473,2
"ANSBACH","DEU","Germany",1,"HighIncome",16,19.7720012664795,2.77258872223978,2.9842668594989,2
"Anshan","CHN","China",6,"SE-Asia/E-Asia/Oceania",65.1428571428571,50.2782211303711,4.17658266045907,3.91757200382751,3
"ANTALYA","TUR","Turkey",2,"N-Afr/MidEast",32,18.8875007629395,3.46573590279973,2.93850036799274,4
"Antanarivo","MDG","Madagascar",7,"Sub-Saharan Afr",37,6.85100030899048,3.61091791264422,1.92439467212228,4
"ANTIBES","FRA","France",1,"HighIncome",16,11.789999961853,2.77258872223978,2.46725171131374,2
"Antofagasta","CHL","Chile",1,"HighIncome",12,6.4549994468689,2.484906649788,1.86485493860827,2
"ANTWERPEN","BEL","Belgium",1,"HighIncome",16.125,16.332496881485,2.78037086268184,2.79315679679352,2
"Anyang","CHN","China",6,"SE-Asia/E-Asia/Oceania",79.2,91.6166915893555,4.37197629882038,4.51761347767078,3
"AOSTA","ITA","Italy",1,"HighIncome",14.3333333333333,16.7270011901855,2.66258782702545,2.81702425148343,2
"Appleton, WI","USA","United States of America",1,"HighIncome",9,7.53249931335449,2.19722457733622,2.0192269008646,2
"APRILIA","ITA","Italy",1,"HighIncome",14,16.8575000762939,2.63905732961526,2.82479566615242,2
"Ara´è_´è__atuba, INTERIOR DO ESTADO","BRA","Brazil",5,"LatAm/Carib",16,7.29299879074097,2.77258872223978,1.98691481819116,2
"Arad","ISR","Israel",1,"HighIncome",23,34.3014984130859,3.13549421592915,3.53518903873042,2
"ARAD","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",18,22.4980049133301,2.89037175789616,3.11342663476025,2
"ARAFO","ESP","Spain",1,"HighIncome",7,11.4410018920898,1.94591014905531,2.43720356009681,2
"Arak","IRN","Iran (Islamic Republic of)",2,"N-Afr/MidEast",7,26.1070022583008,1.94591014905531,3.26220356410511,3
"ARANDA DE DUERO","ESP","Spain",1,"HighIncome",9,8.55199813842773,2.19722457733622,2.14616495604589,2
"ARANJUEZ","ESP","Spain",1,"HighIncome",11,9.29749965667725,2.39789527279837,2.22974550989074,2
"Araraquara, INTERIOR DO ESTADO","BRA","Brazil",5,"LatAm/Carib",16,8.41749954223633,2.77258872223978,2.13031281767071,2
"Arauc´è_´è__ria","BRA","Brazil",5,"LatAm/Carib",14,7.21016724904378,2.63905732961526,1.97549214784387,2
"ARDAHAN","TUR","Turkey",2,"N-Afr/MidEast",38,19.0150032043457,3.63758615972639,2.94522830989694,4
"AREZZO","ITA","Italy",1,"HighIncome",18,23.0194988250732,2.89037175789616,3.13634163177408,2
"ARGANDA DEL REY","ESP","Spain",1,"HighIncome",12,10.2305021286011,2.484906649788,2.32537366268868,2
"ARHUS","DNK","Denmark",1,"HighIncome",10.5,10.5567512512207,2.35137525716348,2.35676558428047,2
"Arica","CHL","Chile",1,"HighIncome",15,9.19600200653076,2.70805020110221,2.21876882509695,2
"Ariel","ISR","Israel",1,"HighIncome",15,29.7300033569336,2.70805020110221,3.39215674992401,2
"Arl_v","SWE","Sweden",1,"HighIncome",8,12.9474973678589,2.07944154167984,2.5609025160225,2
"ARLES","FRA","France",1,"HighIncome",16,11.3385019302368,2.77258872223978,2.42820418465559,2
"ARMAGH","GBR","United Kingdom",1,"HighIncome",14,6.88949871063232,2.63905732961526,1.92999832630213,2
"Armenia","COL","Colombia",5,"LatAm/Carib",11,4.48549604415894,2.39789527279837,1.50084909009929,2
"ARMENTIERES","FRA","France",1,"HighIncome",11,15.5679988861084,2.39789527279837,2.74521745389357,2
"ARMILLA","ESP","Spain",1,"HighIncome",15,9.47700119018555,2.70805020110221,2.24886793607479,2
"ARNESANO","ITA","Italy",1,"HighIncome",18,17.246000289917,2.89037175789616,2.84758024934081,2
"ARNOLDSTEIN","AUT","Austria",1,"HighIncome",10,14.4730014801025,2.30258509299405,2.67228494692193,2
"ARONA","ESP","Spain",1,"HighIncome",11,11.568247795105,2.39789527279837,2.44826408592566,2
"Arr´è_´è__bal","ESP","Spain",1,"HighIncome",8,8.1850004196167,2.07944154167984,2.10230326208965,2
"ARRASATE O MONDRAG´è_´è__N","ESP","Spain",1,"HighIncome",8,8.82749652862549,2.07944154167984,2.17787145557484,2
"ARRECIFE","ESP","Spain",1,"HighIncome",4.5,15.8965015411377,1.50407739677627,2.76609905615702,2
"ARREST","FRA","France",1,"HighIncome",11,14.7884998321533,2.39789527279837,2.69384984035126,2
"ARTEIXO","ESP","Spain",1,"HighIncome",9,8.62475204467773,2.19722457733622,2.15463621406102,2
"ARTVIN","TUR","Turkey",2,"N-Afr/MidEast",17,17.1285018920898,2.83321334405622,2.84074385329209,4
"ARUCAS","ESP","Spain",1,"HighIncome",11,13.2840003967285,2.39789527279837,2.58656033337964,2
"ARZBERG","DEU","Germany",1,"HighIncome",15,18.3215007781982,2.70805020110221,2.90807527609803,2
"ASCHAFFENBURG","DEU","Germany",1,"HighIncome",13,19.4829998016357,2.56494935746154,2.96954228028235,2
"Ashburton","NZL","New Zealand",1,"HighIncome",10,3.17950081825256,2.30258509299405,1.15672420907788,2
"Ashdod","ISR","Israel",1,"HighIncome",20.75,35.8592557907104,3.03254624667671,3.57960171477453,2
"Asheville, NC","USA","United States of America",1,"HighIncome",8,6.3077495098114,2.07944154167984,1.84177895839023,2
"Ashkelon","ISR","Israel",1,"HighIncome",17.5,37.7165031433105,2.86220088092947,3.63009774782918,2
"Ashland, AL","USA","United States of America",1,"HighIncome",9,8.21350002288818,2.19722457733622,2.10577914478577,2
"ASSEMINI","ITA","Italy",1,"HighIncome",18,12.164999961853,2.89037175789616,2.49856297309969,2
"ASTI","ITA","Italy",1,"HighIncome",20,25.6785049438477,2.99573227355399,3.24565425842946,2
"ASTILLERO (EL)","ESP","Spain",1,"HighIncome",11,9.77000045776367,2.39789527279837,2.2793165129087,2
"Asunci´è_´è__n","PRY","Paraguay",5,"LatAm/Carib",18.6666666666667,7.30950037638346,2.92673940206704,1.9891749234619,2
"ATAZAR (EL)","ESP","Spain",1,"HighIncome",7,8.75299835205078,1.94591014905531,2.16939631047778,2
"ATHENS","GRC","Greece",1,"HighIncome",15,20.7445011138916,2.70805020110221,3.03228120499682,2
"Athens-Clarke County, GA","USA","United States of America",1,"HighIncome",10,8.62849998474121,2.30258509299405,2.15507067593708,2
"Athens, OH","USA","United States of America",1,"HighIncome",8,8.68450164794922,2.07944154167984,2.16154001726944,2
"Athens, TN","USA","United States of America",1,"HighIncome",9,7.37250185012817,2.19722457733622,1.99775711265717,2
"Atlanta-Sandy Springs-Marietta, GA","USA","United States of America",1,"HighIncome",10.4,8.44649877548218,2.34180580614733,2.13375200940724,2
"Atlantic City, NJ","USA","United States of America",1,"HighIncome",7.5,8.80124998092651,2.01490302054226,2.17489375468407,2
"ATTON","FRA","France",1,"HighIncome",9,15.7104978561401,2.19722457733622,2.75432914216261,2
"Auckland","NZL","New Zealand",1,"HighIncome",5.69230769230769,2.57319433872516,1.73911573574263,0.945148060461026,2
"AUCLAIR","CAN","Canada",1,"HighIncome",3,3.39999723434448,1.09861228866811,1.22377461819369,2
"AUGSBURG","DEU","Germany",1,"HighIncome",17.3333333333333,18.5533339182536,2.85263142991332,2.92064949895606,2
"Augusta-Richmond County, GA-SC","USA","United States of America",1,"HighIncome",9.5,8.34324741363525,2.2512917986065,2.12145251871639,2
"Augusta-Waterville, ME","USA","United States of America",1,"HighIncome",7,5.92500019073486,1.94591014905531,1.77918071921273,2
"Aurangabad","IND","India",3,"S-Asia",42.6666666666667,41.8445053100586,3.75341797525151,3.73396049345435,3
"AURILLAC","FRA","France",1,"HighIncome",9,8.91549873352051,2.19722457733622,2.18779119293828,2
"Austin-Round Rock, TX","USA","United States of America",1,"HighIncome",9,6.12225008010864,2.19722457733622,1.81192968910227,2
"AUXERRE","FRA","France",1,"HighIncome",10,13.7665014266968,2.30258509299405,2.62223820832346,2
"AVELLINO","ITA","Italy",1,"HighIncome",18,14.8930006027222,2.89037175789616,2.70089134437389,2
"AVIGNON","FRA","France",1,"HighIncome",14,11.4715023040771,2.63905732961526,2.43986589938036,2
"AVILES","ESP","Spain",1,"HighIncome",18.25,8.41137456893921,2.9041650800285,2.12958490521179,2
"AYDIN","TUR","Turkey",2,"N-Afr/MidEast",44,19.3854961395264,3.78418963391826,2.96452516478693,4
"AYIA MARINA","CYP","Cyprus",1,"HighIncome",13,20.6150054931641,2.56494935746154,3.02601923262325,2
"AYLESFORD","CAN","Canada",1,"HighIncome",5,3.32199859619141,1.6094379124341,1.20056658861167,2
"Ayr","AUS","Australia",1,"HighIncome",8.53713361,3.17199683189392,2.14442530860266,1.15436130499969,2
"AYTRE","FRA","France",1,"HighIncome",14,11.1655006408691,2.63905732961526,2.41282872449007,2
"AZPEITIA","ESP","Spain",1,"HighIncome",10,8.36999988555908,2.30258509299405,2.12465387082863,2
"Baalbak","LBN","Lebanon",2,"N-Afr/MidEast",26,21.9344997406006,3.25809653802148,3.08806072791181,4
"BACAU","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",14.5,22.4069995880127,2.67414864942653,3.10937339165649,2
"BAD AROLSEN/KOHLGRUND","DEU","Germany",1,"HighIncome",13,16.808500289917,2.56494935746154,2.82188472808765,2
"BAD ISCHL","AUT","Austria",1,"HighIncome",12,14.413498878479,2.484906649788,2.66816518959284,2
"BAD V_SLAU","AUT","Austria",1,"HighIncome",13,17.9274997711182,2.56494935746154,2.88633583400751,2
"BADAJOZ","ESP","Spain",1,"HighIncome",7,9.68600082397461,1.94591014905531,2.27068162904965,2
"BADALONA","ESP","Spain",1,"HighIncome",11,10.0795011520386,2.39789527279837,2.31050377253355,2
"Baddi","IND","India",3,"S-Asia",53,58.6290054321289,3.97029191355212,4.07122954736864,3
"BADEN-BADEN","DEU","Germany",1,"HighIncome",11,18.0485000610352,2.39789527279837,2.89306258221434,2
"BADIA POLESINE","ITA","Italy",1,"HighIncome",22,30.4525051116943,3.09104245335832,3.41616826044992,2
"BAERUM","NOR","Norway",1,"HighIncome",10,5.76349973678589,2.30258509299405,1.75154488338979,2
"Bafoussam","CMR","Cameroon",7,"Sub-Saharan Afr",67,33.2330017089844,4.20469261939097,3.50354340958343,5
"Baguio City","PHL","Philippines",6,"SE-Asia/E-Asia/Oceania",43,8.56099700927734,3.76120011569356,2.14721665641761,4
"BAIA MARE","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",17.5,22.0499992370605,2.86220088092947,3.09331256729243,2
"BAIE-MAHAULT","FRA","France",1,"HighIncome",9,4.39999580383301,2.19722457733622,1.48160358724944,2
"Bakersfield, CA","USA","United States of America",1,"HighIncome",10,6.27366638183594,2.30258509299405,1.83636093363932,2
"Balasore","IND","India",3,"S-Asia",43.6666666666667,62.4534797668457,3.77658503453304,4.13442195586545,3
"BALBRIGGAN","IRL","Ireland",1,"HighIncome",8,7.2314977645874,2.07944154167984,1.97844617441004,2
"BALIKESIR","TUR","Turkey",2,"N-Afr/MidEast",28,18.0114994049072,3.3322045101752,2.89101040974283,4
"Baltimore-Towson, MD","USA","United States of America",1,"HighIncome",9.57142857142857,9.78857054029192,2.25878247033565,2.28121543365401,2
"BAMBERG","DEU","Germany",1,"HighIncome",13,18.8030033111572,2.56494935746154,2.93401660767061,2
"Bamenda","CMR","Cameroon",7,"Sub-Saharan Afr",132,36.976001739502,4.88280192258637,3.61026910057611,5
"Bandung","IDN","Indonesia",6,"SE-Asia/E-Asia/Oceania",33,15.1274995803833,3.49650756146648,2.71651425177567,4
"Bangalore","IND","India",3,"S-Asia",63.4285714285714,29.2944927215576,4.14991441337691,3.37739953663442,3
"Bangkok","THA","Thailand",6,"SE-Asia/E-Asia/Oceania",23.5714285714286,38.8287140982492,3.16003532484527,3.65916002700282,4
"BANSKA BYSTRICA","SVK","Slovakia",4,"E-Eur/C-Eur/C-Asia",20.5,18.6759986877441,3.02042488614436,2.9272392068444,2
"Baoding","CHN","China",6,"SE-Asia/E-Asia/Oceania",126,87.1730702718099,4.83628190695148,4.46789545605986,3
"Baoji","CHN","China",6,"SE-Asia/E-Asia/Oceania",64.625,47.0721921920776,4.16860133282859,3.85168242734912,3
"Baotou","CHN","China",6,"SE-Asia/E-Asia/Oceania",51,32.0001640319824,3.93182563272433,3.46574102878604,3
"Bar","MNE","Montenegro",4,"E-Eur/C-Eur/C-Asia",25,17.8804988861084,3.2188758248682,2.88371067126375,4
"BAR-LE-DUC","FRA","France",1,"HighIncome",11,14.0980014801025,2.39789527279837,2.64603304833838,2
"Baraboo, WI","USA","United States of America",1,"HighIncome",7,7.53999900817871,1.94591014905531,2.02022205047857,2
"Barbosa","COL","Colombia",5,"LatAm/Carib",14,5.10549879074097,2.63905732961526,1.63031815315924,2
"BARCARROTA","ESP","Spain",1,"HighIncome",7,9.76100063323975,1.94591014905531,2.2783949190673,2
"BARCELONA","ESP","Spain",1,"HighIncome",15.2,10.9360013008118,2.72129542785223,2.39206021836932,2
"BARI","ITA","Italy",1,"HighIncome",17,17.185998916626,2.83321334405622,2.84409503585286,2
