"City_locality","iso3","country","super_region","super_region_name","pm25","sat_2014","log_pm25","log_sat","cluster_region"
"Chengde","CHN","China",6,"SE-Asia/E-Asia/Oceania",53.2,29.9764987945557,3.9740583963476,3.40041370114997,3
"Chengdu","CHN","China",6,"SE-Asia/E-Asia/Oceania",71.375,93.0888252258301,4.26794766797617,4.53355414728113,3
"Chennai","IND","India",3,"S-Asia",32.7142857142857,37.2199974060059,3.48781185449893,3.61684618152055,3
"CHEPSTOW","GBR","United Kingdom",1,"HighIncome",14,11.2330007553101,2.63905732961526,2.41885594189971,2
"CHERBOURG-OCTEVILLE","FRA","France",1,"HighIncome",13,12.3424959182739,2.56494935746154,2.51304826044586,2
"CHESTERFIELD","GBR","United Kingdom",1,"HighIncome",9.5,11.2069978713989,2.2512917986065,2.41653839313491,2
"Cheyenne, WY","USA","United States of America",1,"HighIncome",4,4.33649945259094,1.38629436111989,1.46706744490945,2
"Chiang Mai","THA","Thailand",6,"SE-Asia/E-Asia/Oceania",25.5,35.358757019043,3.23867845216438,3.5655460849752,4
"Chiang Rai","THA","Thailand",6,"SE-Asia/E-Asia/Oceania",27,38.0225067138672,3.29583686600433,3.63817826634053,4
"Chiayi","CHN","China",6,"SE-Asia/E-Asia/Oceania",30.6666666666667,8.14750067392985,3.42317628838093,2.09771121444573,3
"Chicago-Naperville-Joliet, IL-IN-WI","USA","United States of America",1,"HighIncome",12,9.82899894714356,2.484906649788,2.28533709246714,2
"Chico, CA","USA","United States of America",1,"HighIncome",9,5.24300050735474,2.19722457733622,1.65689395035841,2
"CHIERI","ITA","Italy",1,"HighIncome",28,22.3095016479492,3.3322045101752,3.10501267058622,2
"Chifeng","CHN","China",6,"SE-Asia/E-Asia/Oceania",40,27.4908814430237,3.68887945411394,3.31385436579638,3
"CHILLIWACK","CAN","Canada",1,"HighIncome",6,3.61100101470947,1.79175946922805,1.2839850233004,2
"CHITIGNANO","ITA","Italy",1,"HighIncome",6,20.923999786377,1.79175946922805,3.04089681529889,2
"Chitoor","IND","India",3,"S-Asia",21,31.7665042877197,3.04452243772342,3.4584124103647,3
"Chittagong","BGD","Bangladesh",3,"S-Asia",95,40.2669982910156,4.55387689160054,3.69553223250272,1
"CHOLET","FRA","France",1,"HighIncome",11,11.629997253418,2.39789527279837,2.453587730367,2
"CHOMUTOV","CZE","Czech Republic",4,"E-Eur/C-Eur/C-Asia",18,18.4640007019043,2.89037175789616,2.91582292834044,2
"Chon buri","THA","Thailand",6,"SE-Asia/E-Asia/Oceania",17.3333333333333,29.6218357086182,2.85263142991332,3.3885117822271,4
"Chongqing","CHN","China",6,"SE-Asia/E-Asia/Oceania",61.3529411764706,75.0319972318761,4.11664311094456,4.31791465231406,3
"Christchurch","NZL","New Zealand",1,"HighIncome",10,3.34149837493896,2.30258509299405,1.20641932164206,2
"Chungbuk","KOR","Republic of Korea",1,"HighIncome",27,33.8175010681152,3.29583686600433,3.5209784515659,4
"Chungnam","KOR","Republic of Korea",1,"HighIncome",22,37.3009986877441,3.09104245335832,3.61902010076169,4
"Ci_naga","COL","Colombia",5,"LatAm/Carib",21,6.04399919509888,3.04452243772342,1.7990659112369,2
"CIAMPINO","ITA","Italy",1,"HighIncome",19,17.1509971618652,2.94443897916644,2.84205631547067,2
"CIECHANOW","POL","Poland",4,"E-Eur/C-Eur/C-Asia",20,23.1885013580322,2.99573227355399,3.14365652468726,4
"CIECHOCINEK","POL","Poland",4,"E-Eur/C-Eur/C-Asia",16,19.9540023803711,2.77258872223978,2.99342974378424,4
"CIESZYN","POL","Poland",4,"E-Eur/C-Eur/C-Asia",27,21.5910015106201,3.29583686600433,3.07227663115904,4
"Cincinnati-Middletown, OH-KY-IN","USA","United States of America",1,"HighIncome",10.2,9.36119995117187,2.32238772029023,2.23657348218412,2
"CINTO EUGANEO","ITA","Italy",1,"HighIncome",17,29.4769954681396,2.83321334405622,3.38361014449284,2
"CIUDAD REAL","ESP","Spain",1,"HighIncome",12,9.35249900817871,2.484906649788,2.23564358119137,2
"CIVITA CASTELLANA","ITA","Italy",1,"HighIncome",17,15.7009973526001,2.83321334405622,2.75372423597991,2
"CIVITAVECCHIA","ITA","Italy",1,"HighIncome",14,16.9854965209961,2.63905732961526,2.83235983409644,2
"Clarksburg, WV","USA","United States of America",1,"HighIncome",9,6.8865008354187,2.19722457733622,1.92956309468777,2
"Clarksville, TN-KY","USA","United States of America",1,"HighIncome",10,8.69250011444092,2.30258509299405,2.16246059806536,2
"Clearlake, CA","USA","United States of America",1,"HighIncome",4,3.80700135231018,1.38629436111989,1.33684183261705,2
"CLERMONT-FERRAND","FRA","France",1,"HighIncome",10.6666666666667,10.0331675211589,2.36712361413162,2.30589635681982,2
"Cleveland-Elyria-Mentor, OH","USA","United States of America",1,"HighIncome",10.4285714285714,10.6568572180612,2.34454929209308,2.36620355520041,2
"Clinton, IA","USA","United States of America",1,"HighIncome",10,8.90200042724609,2.30258509299405,2.18627601858806,2
"CLUJ","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",21,21.4575004577637,3.04452243772342,3.06607425594374,2
"COBURG","DEU","Germany",1,"HighIncome",13,18.2144985198975,2.56494935746154,2.90221789892027,2
"Cochabamba","BOL","Bolivia, Plurinational States of",5,"LatAm/Carib",33,10.4438349405924,3.49650756146648,2.34601184647918,4
"CODOGNO","ITA","Italy",1,"HighIncome",27,32.4175033569336,3.29583686600433,3.47869850399403,2
"COGNAC","FRA","France",1,"HighIncome",11,10.852499961853,2.39789527279837,2.38439546467657,2
"Coimbatore","IND","India",3,"S-Asia",36.3333333333333,32.6945037841797,3.59273559356103,3.48720698378168,3
"Coimbra","PRT","Portugal",1,"HighIncome",12,10.985499382019,2.484906649788,2.39657616516005,2
"COLD LAKE","CAN","Canada",1,"HighIncome",8,3.5310001373291,2.07944154167984,1.26158115583866,2
"COLLADO VILLALBA","ESP","Spain",1,"HighIncome",12,9.26299858093262,2.484906649788,2.22602781707449,2
"COLLEFERRO","ITA","Italy",1,"HighIncome",19.5,16.2160015106201,2.9704144655697,2.78599850230584,2
"Collie","AUS","Australia",1,"HighIncome",8.236832428,2.49199986457825,2.10861585593768,0.913085546582608,2
"COLLM","DEU","Germany",1,"HighIncome",11,18.1679973602295,2.39789527279837,2.89966165950544,2
"COLMAR","FRA","France",1,"HighIncome",12,17.8400020599365,2.484906649788,2.88144324261915,2
"COLMENAR VIEJO","ESP","Spain",1,"HighIncome",10,9.70249938964844,2.30258509299405,2.27238352135429,2
"Colombo","BRA","Brazil",5,"LatAm/Carib",27,9.00924777984619,3.29583686600433,2.19825158088152,2
"Colorado Springs, CO","USA","United States of America",1,"HighIncome",6,4.31050157546997,1.79175946922805,1.46105427216365,2
"COLORNO","ITA","Italy",1,"HighIncome",18,32.2375030517578,2.89037175789616,3.4731304658723,2
"Columbia, SC","USA","United States of America",1,"HighIncome",9.5,8.38500022888184,2.2512917986065,2.12644442257175,2
"Columbia, TN","USA","United States of America",1,"HighIncome",9,8.00350093841553,2.19722457733622,2.07987906325525,2
"Columbus, GA-AL","USA","United States of America",1,"HighIncome",10.25,8.91662645339966,2.32727770558442,2.18791767476463,2
"Columbus, OH","USA","United States of America",1,"HighIncome",10.3333333333333,9.60366757710775,2.33537491581704,2.26214506479742,2
"Colusa,Colusa,CA","USA","United States of America",1,"HighIncome",7,5.97150039672852,1.94591014905531,1.78699821856334,2
"COMO","ITA","Italy",1,"HighIncome",21,26.5554981231689,3.04452243772342,3.2792368118671,2
"COMUNA SINANDREI","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",15,21.8225002288818,2.70805020110221,3.08294155811571,2
"Concord, NH","USA","United States of America",1,"HighIncome",7,6.64299917221069,1.94591014905531,1.89356354407233,2
"CONEGLIANO","ITA","Italy",1,"HighIncome",23,22.680004119873,3.13549421592915,3.12148366051179,2
"CONGOSTO","ESP","Spain",1,"HighIncome",12,7.91750049591064,2.484906649788,2.06907556206541,2
"CONSTANTA","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",28,21.5565032958984,3.3322045101752,3.07067754809607,2
"CONTES","FRA","France",1,"HighIncome",17,13.5854988098145,2.83321334405622,2.60900295989392,2
"Cookeville, TN","USA","United States of America",1,"HighIncome",9,7.06800031661987,2.19722457733622,1.9555775992537,2
"Copacabana","COL","Colombia",5,"LatAm/Carib",16,4.7069993019104,2.77258872223978,1.54905061411018,2
"COPENHAGEN","DNK","Denmark",1,"HighIncome",11,13.6918357213338,2.39789527279837,2.61679972244622,2
"Copiap´è_´è__","CHL","Chile",1,"HighIncome",19,5.02099847793579,2.94443897916644,1.61362881391287,2
"Coquimbo","CHL","Chile",1,"HighIncome",14.5,4.0935001373291,2.67414864942653,1.40940038338245,2
"Cordeir´è_´è__polis _ M´è_´è__dolo, INTERIOR DO ESTADO","BRA","Brazil",5,"LatAm/Carib",17,8.9010009765625,2.83321334405622,2.18616373969058,2
"CORNER BROOK","CAN","Canada",1,"HighIncome",6,2.4499979019165,1.79175946922805,0.896087168195658,2
"Corning, NY","USA","United States of America",1,"HighIncome",6,7.1225004196167,1.79175946922805,1.96325884630417,2
"CORNWALL","CAN","Canada",1,"HighIncome",8,6.43699836730957,2.07944154167984,1.86206233942893,2
"Corpus Christi, TX","USA","United States of America",1,"HighIncome",9.5,4.37850046157837,2.2512917986065,1.47670630539943,2
"CORRALES DE BUELNA (LOS)","ESP","Spain",1,"HighIncome",12,8.28450107574463,2.484906649788,2.11438642887748,2
"CORROY LE GRAND","BEL","Belgium",1,"HighIncome",15,15.7819957733154,2.70805020110221,2.75886978228202,2
"CORTE BRUGNATELLA","ITA","Italy",1,"HighIncome",6,26.1474933624268,1.79175946922805,3.26375332979509,2
"Cortina Indian Rancheria,Colusa,CA","USA","United States of America",1,"HighIncome",7,5.57499933242798,1.94591014905531,1.71829219760231,2
"CORU´è_´è__A (A)","ESP","Spain",1,"HighIncome",12,9.48350048065186,2.484906649788,2.2495534971252,2
"CORUM","TUR","Turkey",2,"N-Afr/MidEast",45,19.3484992980957,3.80666248977032,2.96261486081423,4
"COSLADA","ESP","Spain",1,"HighIncome",11,10.2920007705688,2.39789527279837,2.33136696929016,2
"COSSATO","ITA","Italy",1,"HighIncome",16,25.4335041046143,2.77258872223978,3.2360673640669,2
"COTTBUS","DEU","Germany",1,"HighIncome",17,17.5005035400391,2.83321334405622,2.86222965423203,2
"COULOMMIERS","FRA","France",1,"HighIncome",19,14.5804996490479,2.94443897916644,2.67968499547535,2
"COURTENAY","CAN","Canada",1,"HighIncome",17,2.55299997329712,2.83321334405622,0.937269127799934,2
"Coyhaique","CHL","Chile",1,"HighIncome",58.5,2.40700054168701,4.06902675423781,0.878381383847445,2
"CRAIOVA","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",19.5,26.4570016860962,2.9704144655697,3.27552083730383,2
"CREIL","FRA","France",1,"HighIncome",13,15.5975027084351,2.56494935746154,2.74711081864825,2
"CREMA","ITA","Italy",1,"HighIncome",26,32.3820037841797,3.25809653802148,3.47760282972515,2
"CREMONA","ITA","Italy",1,"HighIncome",26,33.4896672566732,3.25809653802148,3.51123695115428,2
"CROLLES","FRA","France",1,"HighIncome",13,13.6504993438721,2.56494935746154,2.61377610293051,2
"Crossett,Ashley,AR","USA","United States of America",1,"HighIncome",9,9.13199996948242,2.19722457733622,2.21178472532572,2
"CUADROS","ESP","Spain",1,"HighIncome",5,8.05149936676025,1.6094379124341,2.08585833082724,2
"Cubat´è_´è__o, REGI´è_´è__O METROPOLITANA DA BAIXADA SANTISTA","BRA","Brazil",5,"LatAm/Carib",31.3333333333333,9.5868345896403,3.44468249360189,2.26039076033595,2
"Cuenca","ECU","Ecuador",5,"LatAm/Carib",11.3333333333333,4.30233287811279,2.42774823594805,1.45915740537711,2
"CUEVAS DEL ALMANZORA","ESP","Spain",1,"HighIncome",15.5,10.0599994659424,2.7408400239252,2.30856711158435,2
"CUNEO","ITA","Italy",1,"HighIncome",15,15.5265007019043,2.70805020110221,2.74254828671664,2
"Curico","CHL","Chile",1,"HighIncome",27,8.14100170135498,3.29583686600433,2.09691323157781,2
"Curitiba","BRA","Brazil",5,"LatAm/Carib",11.3333333333333,7.52949905395508,2.42774823594805,2.01882851289961,2
"Cuttack","IND","India",3,"S-Asia",36.5,57.4890022277832,3.59731226058845,4.05159366390594,3
"CZESTOCHOWA","POL","Poland",4,"E-Eur/C-Eur/C-Asia",27.5,23.022497177124,3.31418600467253,3.13647187599959,4
"D´è_´è__SSELDORF","DEU","Germany",1,"HighIncome",16.5,16.6825008392334,2.80336038090653,2.81436031610184,2
"DABROWA GORNICZA","POL","Poland",4,"E-Eur/C-Eur/C-Asia",32,23.8960018157959,3.46573590279973,3.17371115690125,4
"Daegu","KOR","Republic of Korea",1,"HighIncome",23,29.2325000762939,3.13549421592915,3.37528110664224,4
"Daejeon","KOR","Republic of Korea",1,"HighIncome",21,32.1714973449707,3.04452243772342,3.47108088492905,4
"Daguapan City","PHL","Philippines",6,"SE-Asia/E-Asia/Oceania",26,10.2835025787354,3.25809653802148,2.33054091977171,4
"DAIX","FRA","France",1,"HighIncome",11,14.6190013885498,2.39789527279837,2.68232214751202,2
"Dakar","SEN","Senegal",7,"Sub-Saharan Afr",38.25,76.3715057373047,3.64414356027254,4.33560966505141,4
"Dale,Spencer,IN","USA","United States of America",1,"HighIncome",11,9.04300022125244,2.39789527279837,2.20199100222505,2
"Dalian","CHN","China",6,"SE-Asia/E-Asia/Oceania",56,49.3157958984375,4.02535169073515,3.89824443334979,3
"Dallas-Fort Worth-Arlington, TX","USA","United States of America",1,"HighIncome",10.2,7.24689998626709,2.32238772029023,1.98057378932363,2
"Dammam","SAU","Saudi Arabia",2,"N-Afr/MidEast",123,60.1904983520508,4.81218435537242,4.09751450517403,6
"Dandong","CHN","China",6,"SE-Asia/E-Asia/Oceania",48.75,33.6078758239746,3.88670519744386,3.51476043902494,3
"Daphne-Fairhope-Foley, AL","USA","United States of America",1,"HighIncome",9,8.62150001525879,2.19722457733622,2.1542590852279,2
"Daqing","CHN","China",6,"SE-Asia/E-Asia/Oceania",35.8,35.0300003051758,3.57794789340665,3.55620484592124,3
"DARFO BOARIO TERME","ITA","Italy",1,"HighIncome",27,26.4259986877441,3.29583686600433,3.27434832433427,2
"DARMSTADT","DEU","Germany",1,"HighIncome",15.5,19.3489990234375,2.7408400239252,2.96264068808284,2
"DARTMOUTH","CAN","Canada",1,"HighIncome",7,3.28550052642822,1.94591014905531,1.18951900758351,2
"Darwin","AUS","Australia",1,"HighIncome",8.1,9.02099895477295,2.09186406167839,2.19955507680851,2
"Datong","CHN","China",6,"SE-Asia/E-Asia/Oceania",42,33.6438312530518,3.73766961828337,3.51582971842514,3
"DATTELN","DEU","Germany",1,"HighIncome",17,17.3325004577637,2.83321334405622,2.85258337824522,2
"Davao City","PHL","Philippines",6,"SE-Asia/E-Asia/Oceania",11,6.07099676132202,2.39789527279837,1.80352280268118,4
"Davenport-Moline-Rock Island, IA-IL","USA","United States of America",1,"HighIncome",9.5,8.39200067520142,2.2512917986065,2.12727895155174,2
"DAX","FRA","France",1,"HighIncome",12,8.86200046539307,2.484906649788,2.18177252529288,2
"Dayton, OH","USA","United States of America",1,"HighIncome",9.5,10.446750164032,2.2512917986065,2.34629094095584,2
"DE RIJP","NLD","Netherlands",1,"HighIncome",13,14.726001739502,2.56494935746154,2.68961475707106,2
"Debrecen","HUN","Hungary",4,"E-Eur/C-Eur/C-Asia",22,22.9500007629395,3.09104245335832,3.1333179697501,2
"Decatur, AL","USA","United States of America",1,"HighIncome",9,8.37350177764893,2.19722457733622,2.12507216948698,2
"DECIN","CZE","Czech Republic",4,"E-Eur/C-Eur/C-Asia",22,19.6389961242676,3.09104245335832,2.9775171877843,2
"Dehli","IND","India",3,"S-Asia",185.6,84.7473083496094,5.2235938203521,4.43967398586959,3
"Dehradun","IND","India",3,"S-Asia",100.333333333333,44.461986541748,4.60849797608077,3.79463458908865,3
"Delhi","IND","India",3,"S-Asia",127,85.5479888916016,4.84418708645859,4.44907749207359,3
"DELTA","CAN","Canada",1,"HighIncome",6,4.17100071907043,1.79175946922805,1.4281559876124,2
"Delta region","EGY","Egypt",2,"N-Afr/MidEast",72,33.8895072937012,4.27666611901606,3.52310544711555,1
"DEN HAAG","NLD","Netherlands",1,"HighIncome",15,16.8995018005371,2.70805020110221,2.82728414223635,2
"DENAIN","FRA","France",1,"HighIncome",13,16.0205001831055,2.56494935746154,2.77386916356888,2
"DENIZLI","TUR","Turkey",2,"N-Afr/MidEast",45.5,17.67600440979,3.8177123259569,2.87220803674742,4
"Denver-Aurora, CO","USA","United States of America",1,"HighIncome",7.14285714285714,4.17357202938625,1.96611285637283,1.42877227090808,2
"DERNICE","ITA","Italy",1,"HighIncome",11,24.8400020599365,2.39789527279837,3.21245533999348,2
"Des Moines-West Des Moines, IA","USA","United States of America",1,"HighIncome",8.5,7.16625094413757,2.14006616349627,1.96938263698823,2
"DESCHAMBAULT","CAN","Canada",1,"HighIncome",7,4.70499992370605,1.94591014905531,1.54862575682184,2
"DESSAU","DEU","Germany",1,"HighIncome",15,17.347505569458,2.70805020110221,2.853448724844,2
"DESSEL","BEL","Belgium",1,"HighIncome",15,17.1684989929199,2.70805020110221,2.84307625075719,2
"DESTELBERGEN","BEL","Belgium",1,"HighIncome",16,16.2715015411377,2.77258872223978,2.78941520591774,2
"Detroit Lakes,Becker,MN","USA","United States of America",1,"HighIncome",7,5.81049966812134,1.94591014905531,1.75966656856373,2
"Detroit-Warren-Livonia, MI","USA","United States of America",1,"HighIncome",10,10.146409034729,2.30258509299405,2.31711985320759,2
"DEUTSCHLANDSBERG","AUT","Austria",1,"HighIncome",16,14.528000831604,2.77258872223978,2.6760778791004,2
"DEVA","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",13.5,19.9537496566772,2.60268968544438,2.99341707839063,2
"Devanagere","IND","India",3,"S-Asia",40,29.5245018005371,3.68887945411394,3.38522048812352,3
"Devnia","BGR","Bulgaria",4,"E-Eur/C-Eur/C-Asia",19,19.0104999542236,2.94443897916644,2.94499145569284,4
"Devonport, Tasmania","AUS","Australia",1,"HighIncome",6.4,2.38099765777588,1.85629799036563,0.867519583789785,2
"Dewas","IND","India",3,"S-Asia",49,46.4579849243164,3.89182029811063,3.83854835413124,3
"Deyang","CHN","China",6,"SE-Asia/E-Asia/Oceania",45,86.2970008850098,3.80666248977032,4.457794845284,3
"Dezhou","CHN","China",6,"SE-Asia/E-Asia/Oceania",59.3333333333333,101.539494832357,4.08317126162398,4.62044783444637,3
"Dhaka","BGD","Bangladesh",3,"S-Asia",89.75,59.2490119934082,4.49702802736839,4.08174910465947,1
"Dhanbad","IND","India",3,"S-Asia",95,70.0315017700195,4.55387689160054,4.24894516610434,3
"Dibrugarh","IND","India",3,"S-Asia",30,34.5710029602051,3.40119738166216,3.54301526595714,3
"Dickinson, ND","USA","United States of America",1,"HighIncome",4,3.92549991607666,1.38629436111989,1.36749371027715,2
"Diepkloof","ZAF","South Africa",7,"Sub-Saharan Afr",22,9.87800216674805,3.09104245335832,2.29031028146929,4
"DIEPPE","FRA","France",1,"HighIncome",16,14.2369995117188,2.77258872223978,2.65584417533497,2
"DIJON","FRA","France",1,"HighIncome",11,14.6190013885498,2.39789527279837,2.68232214751202,2
"DILLINGEN","DEU","Germany",1,"HighIncome",13,17.3155040740967,2.56494935746154,2.85160228942005,2
"Dimapur","IND","India",3,"S-Asia",48,38.7110023498535,3.87120101090789,3.65612385807642,3
"Dimitrovgad","BGR","Bulgaria",4,"E-Eur/C-Eur/C-Asia",41,23.2700023651123,3.71357206670431,3.14716507895203,4
"DIYARBAKIR","TUR","Turkey",2,"N-Afr/MidEast",43,20.9634990692139,3.76120011569356,3.04278278584494,4
"Doha","QAT","Qatar",2,"N-Afr/MidEast",93,57.9975051879883,4.53259949315326,4.06039999562109,5
"DOLE","FRA","France",1,"HighIncome",9,14.8335018157959,2.19722457733622,2.69688825880784,2
"Dolny Voden","BGR","Bulgaria",4,"E-Eur/C-Eur/C-Asia",37,20.3979969024658,3.61091791264422,3.01543670497352,4
"DONGES","FRA","France",1,"HighIncome",11,10.6929988861084,2.39789527279837,2.36958921760435,2
"Dongguan","CHN","China",6,"SE-Asia/E-Asia/Oceania",43.4,52.426490020752,3.77045944110636,3.95941199833453,3
"Dongying","CHN","China",6,"SE-Asia/E-Asia/Oceania",53.75,78.0661239624023,3.98434366700777,4.35755621066608,3
"DONNAS","ITA","Italy",1,"HighIncome",13,20.4904975891113,2.56494935746154,3.01996124644161,2
"DONOSTIA-SAN SEBASTI´è_´è____N","ESP","Spain",1,"HighIncome",7,7.87249946594238,1.94591014905531,2.06337560615466,2
"DORDRECHT","NLD","Netherlands",1,"HighIncome",16,15.9409980773926,2.77258872223978,2.7688942860438,2
"DORNBIRN","AUT","Austria",1,"HighIncome",14,16.5950031280518,2.63905732961526,2.80910163366555,2
"DORSET","CAN","Canada",1,"HighIncome",5,4.67899942398071,1.6094379124341,1.54308428877672,2
"DORTMUND","DEU","Germany",1,"HighIncome",16,17.0919990539551,2.77258872223978,2.83861046243162,2
"DOUAI","FRA","France",1,"HighIncome",16,15.8950052261353,2.77258872223978,2.76600492315386,2
"Dover, DE","USA","United States of America",1,"HighIncome",8,9.78674983978271,2.07944154167984,2.28102941365749,2
"DRAMMEN","NOR","Norway",1,"HighIncome",13,6.19000053405762,2.56494935746154,1.82293517297398,2
"DREIssIGACKER","DEU","Germany",1,"HighIncome",12,18.0825042724609,2.484906649788,2.89494485601728,2
"DRESDEN","DEU","Germany",1,"HighIncome",17,18.5384998321533,2.83321334405622,2.91984964166181,2
"DREUX","FRA","France",1,"HighIncome",9,13.297999382019,2.19722457733622,2.58761360150854,2
"DROBETA TURNU SEVERIN","ROU","Romania",4,"E-Eur/C-Eur/C-Asia",21,22.5949993133545,3.04452243772342,3.11772861247397,2
"DRUENTO","ITA","Italy",1,"HighIncome",16,19.0605010986328,2.77258872223978,2.9476181884698,2
"DUBLIN","IRL","Ireland",1,"HighIncome",10.3333333333333,7.93966579437256,2.33537491581704,2.07187118298433,2
"DUISBURG","DEU","Germany",1,"HighIncome",15.5,16.9650020599365,2.7408400239252,2.83115251965891,2
"Duluth, MN-WI","USA","United States of America",1,"HighIncome",6.66666666666667,5.73366641998291,1.89711998488588,1.74635518997241,2
"Dumbr´è_´è__a","ESP","Spain",1,"HighIncome",8,6.80499887466431,2.07944154167984,1.91765747073447,2
"Duna´è_´è__jv´è_´è__ros","HUN","Hungary",4,"E-Eur/C-Eur/C-Asia",21,21.0640029907227,3.04452243772342,3.04756556417665,2
"DUNCAN","CAN","Canada",1,"HighIncome",9,3.15200042724609,2.19722457733622,1.14803730754324,2
"Dunedin","NZL","New Zealand",1,"HighIncome",9,2.48049902915955,2.19722457733622,0.908459761369874,2
"DUNKERQUE","FRA","France",1,"HighIncome",16,16.0231663386027,2.77258872223978,2.7740355712115,2
"DUNZWEILER","DEU","Germany",1,"HighIncome",10,16.0520000457764,2.30258509299405,2.77583345525642,2
"DURANGO","ESP","Spain",1,"HighIncome",13,9.3665018081665,2.56494935746154,2.23713968696508,2
"Durgapur","IND","India",3,"S-Asia",58,76.6855010986328,4.06044301054642,4.33971265658792,3
"Durham, NC","USA","United States of America",1,"HighIncome",8,7.33500194549561,2.07944154167984,1.99265767682948,2
"DUZCE","TUR","Turkey",2,"N-Afr/MidEast",53,17.6085033416748,3.97029191355212,2.86838192978076,4
"Dyersburg, TN","USA","United States of America",1,"HighIncome",9,9.39249992370605,2.19722457733622,2.23991149034313,2
"DZIALOSZYN","POL","Poland",4,"E-Eur/C-Eur/C-Asia",19,19.1350002288818,2.94443897916644,2.95151913083909,4
"DZIERZONIOW","POL","Poland",4,"E-Eur/C-Eur/C-Asia",21,20.7455081939697,3.04452243772342,3.03232975066336,4
"East Stroudsburg, PA","USA","United States of America",1,"HighIncome",9,7.72600221633911,2.19722457733622,2.04459155111165,2
"EASTBOURNE","GBR","United Kingdom",1,"HighIncome",15,13.9720039367676,2.70805020110221,2.63705560870575,2
"Eau Claire, WI","USA","United States of America",1,"HighIncome",8,7.61600017547607,2.07944154167984,2.03025132052951,2
"EBENTHAL","AUT","Austria",1,"HighIncome",15,15.1589937210083,2.70805020110221,2.71859400076896,2
"ECHEDORO","GRC","Greece",1,"HighIncome",10,20.3234996795654,2.30258509299405,3.01177783620576,2
"ECHIROLLES","FRA","France",1,"HighIncome",15,13.7779979705811,2.70805020110221,2.62307296987683,2
"EDINBURGH","GBR","United Kingdom",1,"HighIncome",8,7.58299827575684,2.07944154167984,2.02590867233605,2
"EDIRNE","TUR","Turkey",2,"N-Afr/MidEast",46,20.7229995727539,3.8286413964891,3.03124417393835,4
"EDMONTON","CAN","Canada",1,"HighIncome",7.5,4.42325079441071,2.01490302054226,1.48687489960983,2
"Eerduosi","CHN","China",6,"SE-Asia/E-Asia/Oceania",27.8,30.4119956970215,3.32503602069659,3.41483712587669,3
"Eilat","ISR","Israel",1,"HighIncome",23,25.4589996337891,3.13549421592915,3.23706930067582,2
"EINDHOVEN","NLD","Netherlands",1,"HighIncome",15.5,16.544753074646,2.7408400239252,2.80606901679233,2
"EISENH´è_´è__TTENSTADT","DEU","Germany",1,"HighIncome",15,18.0299968719482,2.70805020110221,2.89203686372371,2
"EISENSTADT","AUT","Austria",1,"HighIncome",19,18.5374984741211,2.94443897916644,2.91979562515096,2
"EIVISSA","ESP","Spain",1,"HighIncome",12,11.6780004501343,2.484906649788,2.45770676840684,2
"EJIDO (EL)","ESP","Spain",1,"HighIncome",16,12.2399959564209,2.77258872223978,2.50470894672636,2
"El Centro, CA","USA","United States of America",1,"HighIncome",10.3333333333333,6.82049989700317,2.33537491581704,1.91993276784997,2
"El Dorado, AR","USA","United States of America",1,"HighIncome",9,8.39550113677979,2.19722457733622,2.12769598342084,2
"El Paso, TX","USA","United States of America",1,"HighIncome",9,4.88674926757812,2.19722457733622,1.58652731097185,2
"ELAZIG","TUR","Turkey",2,"N-Afr/MidEast",27,19.005500793457,3.29583686600433,2.94472845271004,4
"ELBLAG","POL","Poland",4,"E-Eur/C-Eur/C-Asia",17,19.6454982757568,2.83321334405622,2.97784821668758,4
"ELCHE/ELX","ESP","Spain",1,"HighIncome",11.5,12.7834973335266,2.4423470353692,2.54815506828268,2
"ELCIEGO","ESP","Spain",1,"HighIncome",7,9.13750076293945,1.94591014905531,2.21238690857132,2
"ELDA","ESP","Spain",1,"HighIncome",9,12.389500617981,2.19722457733622,2.51684938958107,2
"Elizabethtown, KY","USA","United States of America",1,"HighIncome",10,8.14049911499023,2.30258509299405,2.09685149447255,2
"ELK ISLAND","CAN","Canada",1,"HighIncome",5,4.19750356674194,1.6094379124341,1.43448995969926,2
"Elkhart-Goshen, IN","USA","United States of America",1,"HighIncome",15,9.23800086975098,2.70805020110221,2.22332550615768,2
"Emmetsburg,Palo Alto,IA","USA","United States of America",1,"HighIncome",8,7.14400291442871,2.07944154167984,1.96627325152886,2
"ENGIS","BEL","Belgium",1,"HighIncome",17,15.2254981994629,2.83321334405622,2.72297153552121,2
"ENNIS","IRL","Ireland",1,"HighIncome",10,6.51599931716919,2.30258509299405,1.87426058594685,2
"ENSCHEDE","NLD","Netherlands",1,"HighIncome",14,15.8439979553223,2.63905732961526,2.76279075070906,2
"Enugu","NGA","Nigeria",7,"Sub-Saharan Afr",15,51.273494720459,2.70805020110221,3.93717394653988,4
"EPERNAY","FRA","France",1,"HighIncome",14,14.627498626709,2.63905732961526,2.68290322479606,2
"EPINAL","FRA","France",1,"HighIncome",9,15.4570016860962,2.19722457733622,2.73806208425319,2
"Erez","ISR","Israel",1,"HighIncome",13,36.6180114746094,2.56494935746154,3.60054023615017,2
