y,lagy,prvwinpty,deminc,repinc,year
44.0506046926378,39.3524695008734,-1,0,1,2
35.903832280158895,44.0506046926378,-1,0,1,3
36.138065641394796,44.4169137657906,-1,0,1,1
44.4441641439623,36.138065641394796,-1,0,0,2
31.287053356833802,44.4441641439623,-1,0,1,3
25.6345620736127,31.287053356833802,-1,0,1,4
36.2229130855801,28.860346531042598,-1,0,1,11
22.1815965874467,27.070460680303803,-1,0,1,16
17.2718111718303,22.1815965874467,-1,0,1,17
22.438374348499398,17.2718111718303,-1,0,1,18
61.2215581605689,59.636054630083294,1,1,0,1
72.835619680031,76.38076728551859,1,1,0,12
75.7364336221554,72.835619680031,1,1,0,13
68.6973223715546,72.63192818830301,1,1,0,15
65.939661729021,68.6973223715546,1,1,0,16
61.701858775209296,63.081101870102394,1,1,0,20
51.35202422159221,66.1531127435047,1,0,0,8
72.3414910850713,75.2459078413075,1,1,0,13
44.720499859187896,46.784991500040505,-1,0,1,20
59.4315406894202,57.131752550371104,1,1,0,1
63.7880720994625,59.4315406894202,1,1,0,2
64.5264034930445,63.7880720994625,1,1,0,3
54.3302494196219,60.950173229613505,1,1,0,8
77.9029916942182,52.439627972201,1,1,0,10
52.0745365295716,77.9029916942182,1,1,0,11
74.1996532546004,59.5300235574714,1,1,0,15
65.5346302648828,70.3131861303285,1,1,0,18
33.981731108305205,26.7181242263162,-1,0,1,2
45.486132627497504,33.981731108305205,-1,0,0,3
34.9901825665037,42.612995575605105,-1,0,1,5
25.1899467776838,34.9901825665037,-1,0,1,6
36.7018967837146,39.5904354343464,-1,0,1,8
60.6395554309809,45.5541000014719,-1,0,1,10
67.31154289554871,60.6395554309809,1,1,0,11
64.9347094878314,67.31154289554871,1,0,0,12
65.9694652806252,64.9347094878314,1,1,0,13
69.8529229272457,58.180395566181296,1,1,0,20
35.3935426818428,43.8107019191121,-1,0,1,5
34.2944876786734,35.3935426818428,-1,0,1,6
33.92149767195,34.2944876786734,-1,0,1,7
61.693776959580205,33.92149767195,-1,1,0,8
53.761696473063495,57.0132775529156,1,0,0,12
51.9108977794347,53.761696473063495,1,1,0,13
72.6913048162913,57.828679779144494,1,1,0,15
65.05855025472741,69.7106687229475,1,1,0,18
48.406580984758996,45.0041981528128,-1,0,1,20
75.5827307147087,64.47104463521849,1,1,0,2
76.94754544549309,71.5821544896218,1,1,0,5
74.4941516641429,76.94754544549309,1,1,0,6
72.2210421092091,62.5157515516259,1,1,0,8
71.41466039694029,77.84460405004941,1,1,0,15
64.4482637052706,69.0785028783203,1,1,0,20
54.7847726262776,53.1937053259334,1,1,0,1
66.3552353184961,54.7847726262776,1,1,0,2
65.7528338020393,66.3552353184961,1,1,0,3
78.14818781267691,79.9259161423563,1,1,0,12
78.3895569119062,78.14818781267691,1,1,0,13
80.4349197567711,72.21792836933271,1,1,0,17
76.1452524136927,80.4349197567711,1,1,0,18
38.909368941317794,43.4179512317223,-1,0,1,1
45.3114558867313,38.909368941317794,-1,0,0,2
44.2932667928526,45.3114558867313,-1,0,1,3
74.3701270841655,82.94317609084959,1,0,0,8
69.77477391536611,76.37888801388792,1,1,0,20
47.0361899789455,49.338271259870005,-1,0,1,1
47.8199605163696,47.0361899789455,-1,0,1,2
41.7794948064491,47.8199605163696,-1,0,1,3
37.0199888583595,34.5283695801281,-1,0,1,5
48.9008462347575,37.0199888583595,-1,0,0,6
42.960330835070295,32.6311479804454,-1,0,1,8
39.3835978714303,38.8552124014663,-1,0,1,13
55.707983037845494,68.7169863775368,1,1,0,15
71.08619006133459,55.707983037845494,1,1,0,16
66.6726033154996,71.08619006133459,1,1,0,17
53.4082365069645,66.6726033154996,1,1,0,18
68.7601496576978,71.3881212084651,1,1,0,20
75.3110461971222,78.2322145428962,1,1,0,1
80.39448613300091,75.3110461971222,1,1,0,2
40.3739772850301,35.8055207252176,-1,0,1,5
44.995946210405705,40.3739772850301,-1,0,1,6
74.7868682840607,50.238580976688205,1,1,0,10
44.3767105615954,42.0046179948717,-1,0,1,1
53.50597394172029,44.3767105615954,-1,0,0,2
58.534425912006505,53.50597394172029,1,1,0,3
37.6158295213406,37.991500656510794,-1,0,1,1
38.958505693780204,37.6158295213406,-1,0,1,2
39.6887302119105,38.958505693780204,-1,0,1,3
42.5982404692082,49.782600616893994,-1,0,1,1
41.252048508685704,42.5982404692082,-1,0,1,2
43.4542946064748,41.252048508685704,-1,0,1,3
46.867539110237,43.4542946064748,-1,0,0,4
51.3496844893402,46.867539110237,-1,0,1,5
43.768654701948996,51.3496844893402,1,1,0,6
36.6300528351493,43.768654701948996,-1,0,1,7
52.1330738048894,27.0878483947382,-1,0,0,10
69.1538426998005,52.1330738048894,1,1,0,11
62.730982795764206,69.1538426998005,1,1,0,12
60.7916813234839,62.730982795764206,1,1,0,13
40.775462778741606,55.213271857379596,1,0,0,15
43.645937893344794,40.775462778741606,-1,0,1,16
39.65401218602221,43.645937893344794,-1,0,1,17
44.7558501284999,39.65401218602221,-1,0,0,18
30.4527663479046,44.4056373050214,-1,0,1,20
34.028009764872195,39.579508439443295,-1,0,1,1
41.416614727094604,34.028009764872195,-1,0,1,2
39.6946742622976,41.416614727094604,-1,0,1,3
42.520805396607706,39.6946742622976,-1,0,0,4
49.8808590938894,42.520805396607706,-1,0,1,5
33.1650069687115,49.8808590938894,-1,0,1,6
28.8572552608971,33.1650069687115,-1,0,1,7
35.7692200388725,32.3850138994188,-1,0,1,10
39.4665962820105,35.7692200388725,-1,0,1,11
31.871116448126603,39.4665962820105,-1,0,1,12
35.861061736501895,31.871116448126603,-1,0,0,13
23.3165224684382,29.157564382634398,-1,0,1,15
25.778217718617302,23.3165224684382,-1,0,1,16
42.8218069993649,25.778217718617302,-1,0,0,17
52.7365883911707,42.8218069993649,-1,0,1,18
47.1791515213136,63.3227881217449,1,1,0,20
55.7706721400321,59.12783184323651,1,1,0,1
62.85240571332721,55.7706721400321,1,1,0,2
66.23101317701061,62.85240571332721,1,0,0,3
56.7648160317696,66.23101317701061,1,1,0,4
56.8108150841964,66.2540936235793,1,1,0,6
61.086198616680896,56.8108150841964,1,1,0,7
61.9648820424432,61.086198616680896,1,1,0,8
68.5084727978595,61.356280795169894,1,1,0,15
57.689491028927094,68.5084727978595,1,1,0,16
44.36716636698711,57.689491028927094,1,1,0,17
44.8397856450881,44.36716636698711,-1,0,1,18
54.147955708525,26.126449145452398,-1,0,0,20
52.2092010452134,60.5088565350276,1,1,0,1
63.363314783659,52.2092010452134,1,1,0,2
70.3746186245873,63.363314783659,1,1,0,3
71.798982719785,70.3746186245873,1,1,0,4
64.6622685070935,81.34992148810241,1,1,0,6
61.2423844460024,64.6622685070935,1,1,0,7
66.31539371087,61.2423844460024,1,1,0,8
32.250804503213,44.3620666739863,-1,0,1,15
28.185272047993198,32.250804503213,-1,0,1,16
27.8767500881563,28.185272047993198,-1,0,1,17
59.2139129677697,27.8767500881563,-1,0,0,18
67.9853642184686,74.2872130338188,1,1,0,20
32.8712960985679,38.6239543593154,-1,0,1,1
51.465349278942206,32.8712960985679,-1,0,0,2
42.8338232459522,51.465349278942206,1,1,0,3
43.2896330660778,42.8338232459522,-1,0,1,4
43.5577717274924,43.2896330660778,-1,0,1,5
34.3620156180934,43.5577717274924,-1,0,1,6
34.9822029615132,29.9653895197037,-1,0,1,9
43.0410303812747,34.9822029615132,-1,0,0,10
32.601537961659304,43.0410303812747,-1,0,1,11
20.3904631482847,32.601537961659304,-1,0,1,12
28.965616527101304,25.114272036304698,-1,0,1,15
58.626159832385504,31.420907068144498,-1,0,1,18
65.1873810716074,58.626159832385504,1,1,0,19
51.7103296164686,65.1873810716074,1,1,0,20
48.043500471103705,54.91070190521089,1,1,0,1
50.228259732105506,48.043500471103705,-1,0,1,2
50.4857013630476,50.228259732105506,1,1,0,3
53.015022860875206,50.4857013630476,1,1,0,4
56.572262920726004,53.015022860875206,1,1,0,5
44.2275266259128,56.572262920726004,1,1,0,6
41.3270590578628,44.2275266259128,-1,0,1,7
45.3362021909948,41.3270590578628,-1,0,0,8
37.0789470167107,45.3362021909948,-1,0,1,9
40.358259808284004,37.0789470167107,-1,0,1,10
48.0653002233609,40.358259808284004,-1,0,0,11
41.4322397669784,48.0653002233609,-1,0,1,12
37.7678791457625,41.4322397669784,-1,0,1,13
53.0643128722682,37.7678791457625,-1,0,1,14
58.532465392221496,53.0643128722682,1,1,0,15
66.42038996240271,58.532465392221496,1,1,0,16
67.5166405846911,66.42038996240271,1,1,0,17
66.7049124840085,67.5166405846911,1,1,0,18
43.4166595800535,66.7049124840085,1,0,0,19
27.2971149690626,43.4166595800535,-1,0,1,20
41.576755838902,45.5754566412485,-1,0,1,1
49.52222727248979,41.576755838902,-1,0,0,2
42.3083126108792,49.52222727248979,-1,0,1,3
41.078517321880604,42.3083126108792,-1,0,1,4
43.736195678128006,41.078517321880604,-1,0,1,5
41.3731799577977,47.387004016435796,-1,0,1,7
38.5691121334184,41.3731799577977,-1,0,1,8
47.256700262501205,38.5691121334184,-1,0,1,9
59.900472422258,47.256700262501205,-1,0,1,10
70.79440584080791,59.900472422258,1,1,0,11
79.8020293496002,70.79440584080791,1,1,0,12
77.7558494190158,79.8020293496002,1,1,0,13
76.21706664927609,72.1227924617755,1,1,0,16
70.2823907932187,76.21706664927609,1,1,0,17
55.9856232343154,70.2823907932187,1,1,0,18
72.2671388480556,70.2155976729721,1,1,0,20
32.0666688379364,36.415046754355295,-1,0,1,1
46.3074400754724,32.0666688379364,-1,0,1,2
43.314363893053105,46.3074400754724,-1,0,1,3
46.986211311223,43.314363893053105,-1,0,1,4
50.78572864460939,46.986211311223,-1,0,1,5
44.574945770724106,47.6292288448672,-1,0,1,7
48.320598179841205,44.574945770724106,-1,0,1,8
58.1288692824649,34.2638415567738,-1,0,1,10
61.7208318093944,58.1288692824649,1,1,0,11
66.42594174299771,61.7208318093944,1,1,0,12
58.2502182711207,66.42594174299771,1,1,0,13
70.4449188153427,63.2359381545375,1,1,0,16
66.49972313412171,70.4449188153427,1,1,0,17
35.3780628414096,57.3988213883352,1,0,0,20
34.679102374914606,42.4403954254701,-1,0,1,1
43.928192500383,34.679102374914606,-1,0,1,2
46.897706090463,43.928192500383,-1,0,1,3
50.414550236817796,43.0916817785407,-1,0,0,5
56.1596700883509,57.94427326708429,1,1,0,8
69.7638749004351,52.958537654579,1,1,0,10
62.61213798264879,69.7638749004351,1,1,0,11
56.2868468857839,62.61213798264879,1,1,0,12
50.4953600091232,56.2868468857839,1,1,0,13
58.70089552238811,53.79708691310449,1,1,0,16
52.125806782092,58.70089552238811,1,1,0,17
51.4084413866102,52.125806782092,1,1,0,18
31.988177988260198,38.3128209308012,-1,0,1,20
54.5348363273575,58.3622940055412,1,1,0,1
62.992340116937896,54.5348363273575,1,1,0,2
60.3462476802135,62.992340116937896,1,1,0,3
63.9647958447554,60.3462476802135,1,1,0,4
67.6461138387702,63.9647958447554,1,1,0,5
53.46210607688211,56.34961404373939,1,1,0,7
58.5003190810466,53.46210607688211,1,1,0,8
66.8295498894237,58.0290245574228,1,1,0,10
67.4010828821324,66.8295498894237,1,1,0,11
62.3438231375797,67.4010828821324,1,1,0,12
41.774692393565395,62.3438231375797,1,1,0,13
38.5111220495511,38.6913905186111,-1,0,1,16
33.7216002458502,38.5111220495511,-1,0,1,17
35.3295702144468,33.7216002458502,-1,0,1,18
31.085940196416804,36.177544529534394,-1,0,1,20
35.421048433479,40.7369195009724,-1,0,1,1
44.1560918801703,35.421048433479,-1,0,1,2
41.318033665223,44.1560918801703,-1,0,1,3
36.4267910016704,33.4777571825765,-1,0,1,5
27.678160305903898,36.4267910016704,-1,0,1,6
30.5100617364399,27.678160305903898,-1,0,1,7
32.3876137197025,30.5100617364399,-1,0,1,8
44.888353913360994,38.014275559191,-1,0,0,10
31.9158502181313,44.888353913360994,-1,0,1,11
27.4460377249779,31.9158502181313,-1,0,1,12
20.918468205895,27.4460377249779,-1,0,1,13
25.431573284387397,28.829895094042897,-1,0,1,16
23.797907895307997,25.431573284387397,-1,0,1,17
22.8657640535298,23.797907895307997,-1,0,1,18
22.773795926925203,25.6197469832472,-1,0,1,20
48.94472458247171,57.2091658441593,1,1,0,1
47.837003961791495,48.94472458247171,-1,0,1,2
41.7620098310658,47.837003961791495,-1,0,1,3
40.002396788303706,41.7620098310658,-1,0,1,4
40.259723752224396,40.002396788303706,-1,0,1,5
34.0681381866111,31.4146857113391,-1,0,1,7
45.104677115674804,34.0681381866111,-1,0,1,8
36.5200823734228,45.104677115674804,-1,0,1,9
46.424447186607104,36.5200823734228,-1,0,1,10
40.314637418058204,46.424447186607104,-1,0,1,11
38.869600874795,40.314637418058204,-1,0,1,12
42.302276407102106,38.869600874795,-1,0,1,13
70.4572514778685,56.6071616187665,1,1,0,16
61.618679757269895,70.4572514778685,1,1,0,17
52.2505229481974,61.618679757269895,1,1,0,18
61.6618935017925,53.9497753347171,1,1,0,20
29.3356084234278,36.798619364300706,-1,0,1,1
40.163787053631,29.3356084234278,-1,0,1,2
36.1232564678269,40.163787053631,-1,0,1,3
38.1186682733074,36.1232564678269,-1,0,1,4
43.280648691906606,38.1186682733074,-1,0,1,5
41.4207777734583,37.111653778320395,-1,0,1,8
52.7883057181599,40.800277993307205,-1,0,1,10
56.545155993431905,52.7883057181599,1,1,0,11
52.980033941623105,56.545155993431905,1,1,0,12
47.836179897072896,52.980033941623105,1,1,0,13
20.9585660920525,25.5291415523883,-1,0,1,16
25.391288271325603,20.9585660920525,-1,0,1,17
23.6810058757269,25.391288271325603,-1,0,1,18
39.394645649973896,44.4495345367432,-1,0,1,20
38.911609415161,45.17000411063479,-1,0,1,1
41.48426402888779,38.911609415161,-1,0,1,2
54.2939019505131,41.48426402888779,-1,0,0,3
65.51852267915629,54.2939019505131,1,1,0,4
67.6731943567067,65.51852267915629,1,1,0,5
61.63158088100221,60.9203903131108,1,1,0,7
60.987917150820294,61.63158088100221,1,1,0,8
75.0463863467279,63.087625563600795,1,1,0,10
70.8526455577544,75.0463863467279,1,1,0,11
74.4562771861407,70.8526455577544,1,1,0,12
68.1518434462382,74.4562771861407,1,1,0,13
62.787768221701,62.93135416335571,1,1,0,16
49.3413819122561,53.326057238611796,1,1,0,20
31.9877927579734,39.767259939218995,-1,0,1,1
42.2320882194997,31.9877927579734,-1,0,1,2
41.74363863893689,42.2320882194997,-1,0,1,3
42.5378653889443,41.74363863893689,-1,0,1,4
50.549187076461,42.5378653889443,-1,0,1,5
57.0424070302623,50.604564827393105,1,1,0,8
66.1956384470691,55.7856176209809,1,1,0,10
45.503785938522206,66.1956384470691,1,1,0,11
43.637144654280995,45.503785938522206,-1,0,1,12
39.3425925442285,43.637144654280995,-1,0,1,13
69.02356383797941,62.6387439819994,1,1,0,16
67.5042186571598,69.02356383797941,1,1,0,17
58.062388153970296,67.5042186571598,1,1,0,18
63.427538300504295,61.217327052738504,1,1,0,20
56.1185784437169,63.372612759041004,1,1,0,1
64.7364815686946,56.1185784437169,1,1,0,2
66.2458917851316,64.7364815686946,1,1,0,3
74.7112137906522,73.290805875812,1,1,0,5
64.99657179535811,66.2609627842931,1,1,0,7
69.97920424194041,64.99657179535811,1,1,0,8
84.2360780580676,79.7483447068672,1,1,0,10
83.74456697097959,84.2360780580676,1,1,0,11
87.2252138105797,83.74456697097959,1,1,0,12
86.60555884092251,87.2252138105797,1,1,0,13
82.44853737811479,85.9452546965868,1,1,0,18
77.6132132382002,79.54519250985099,1,1,0,20
52.4952658171324,57.698925679998204,1,1,0,1
59.341211088017594,52.4952658171324,1,1,0,2
62.8849500054116,59.341211088017594,1,1,0,3
69.635090741726,61.3968805044291,1,1,0,5
68.45561320944451,66.3389452009107,1,1,0,8
70.185753902676,59.171489881092995,1,1,0,10
68.4767783126264,70.185753902676,1,1,0,11
71.2416085721663,68.4767783126264,1,1,0,12
64.7574835140032,71.2416085721663,1,1,0,13
31.9805650987608,44.2377972465582,-1,0,1,16
29.5191567127108,31.9805650987608,-1,0,1,17
33.4186599524409,29.5191567127108,-1,0,1,18
28.1959130498262,26.794301187382302,-1,0,0,20
39.3299010755007,46.93311801910911,-1,0,1,1
46.2387705308816,39.3299010755007,-1,0,0,2
48.7252105768206,46.2387705308816,-1,0,1,3
53.2592530596741,47.042203942493,-1,0,0,5
33.8013017701415,28.4338669902533,-1,0,1,8
33.2525615674995,36.297693167305205,-1,0,1,10
26.422685617902697,33.2525615674995,-1,0,1,11
26.628143541188003,26.422685617902697,-1,0,1,12
21.3214806178957,26.628143541188003,-1,0,1,13
36.5143170368824,34.5552122152523,-1,0,1,16
30.1439073065167,36.5143170368824,-1,0,1,17
32.6742224794767,30.1439073065167,-1,0,0,18
30.7707953121221,32.2778142747744,-1,0,1,20
50.0259977194983,69.2919558250525,1,1,0,1
72.648790058862,50.0259977194983,1,0,0,2
68.30448065173121,72.648790058862,1,1,0,3
78.5906974993413,68.30448065173121,1,1,0,4
78.22539699213891,78.5906974993413,1,1,0,5
61.4522208262508,71.8306952228238,1,1,0,7
73.5816038895931,61.4522208262508,1,1,0,8
57.2821868196979,43.522963756619205,-1,0,1,10
51.2761698832673,57.2821868196979,1,1,0,11
48.158058869685895,51.2761698832673,1,1,0,12
26.8998101504928,48.158058869685895,-1,0,1,13
34.641048696228296,38.7544859249359,-1,0,1,16
30.519310794047197,34.641048696228296,-1,0,1,17
40.44828015140121,30.519310794047197,-1,0,1,18
73.76715090617809,67.7790722074689,1,1,0,20
46.580177430125,64.1263776310268,1,1,0,1
65.60071553857061,46.580177430125,-1,0,0,2
57.913775882082994,65.60071553857061,1,1,0,3
71.71029042667621,57.913775882082994,1,1,0,4
74.6025956657852,71.71029042667621,1,1,0,5
63.1716612566659,70.4356621631385,1,1,0,7
71.3940807109022,63.1716612566659,1,1,0,8
83.21693987474309,64.1212400169184,1,1,0,10
52.45711254328171,83.21693987474309,1,0,0,11
75.8326448853027,52.45711254328171,1,0,0,12
65.5873897394493,75.8326448853027,1,1,0,13
72.5802552975978,66.3950121696601,1,1,0,16
68.7409943553611,72.5802552975978,1,1,0,17
69.329592795049,68.7409943553611,1,1,0,18
63.1457283051149,56.711367667367,1,1,0,5
61.055778175774094,54.9327136195415,1,1,0,8
72.0747579163683,52.333982031937296,1,1,0,10
66.0848889248523,72.0747579163683,1,1,0,11
51.3002971059678,66.0848889248523,1,1,0,12
54.945949640159505,51.3002971059678,1,0,0,13
34.1650037844905,36.7597948334045,-1,0,1,1
42.5356685872355,34.1650037844905,-1,0,1,2
50.3680395874514,42.5356685872355,-1,0,1,3
64.9229569349021,61.7064979243542,1,1,0,5
63.6238838380372,64.9229569349021,1,1,0,6
69.4369108024416,58.7247726895589,1,1,0,10
68.72651484033901,69.4369108024416,1,1,0,11
42.709558472933004,68.72651484033901,1,0,0,12
42.6350066221209,42.709558472933004,-1,0,1,13
46.904950887984896,36.0720470073395,-1,0,1,15
54.784091650891,46.904950887984896,-1,0,0,16
50.7927348269544,54.784091650891,1,1,0,17
61.8557294536602,50.7927348269544,1,1,0,18
46.968711358029005,51.731927380550296,1,1,0,20
32.5355320699708,36.0036862292082,-1,0,1,1
39.461954960800796,32.5355320699708,-1,0,1,2
39.0097944435452,39.461954960800796,-1,0,1,3
48.35433866792871,44.304318568657706,-1,0,1,5
38.4436441201929,48.35433866792871,-1,0,1,6
52.2148468642785,33.2347683498878,-1,0,1,10
57.385720395481606,52.2148468642785,1,1,0,11
54.861211048937996,57.385720395481606,1,1,0,12
56.346008139948104,54.861211048937996,1,1,0,13
54.7038425124508,65.4197072918435,1,1,0,15
60.61273121680679,61.6465656461533,1,1,0,18
29.1072098803901,46.826176147466896,-1,0,1,20
38.068799503028394,41.6635956501914,-1,0,1,1
45.5840086870327,38.068799503028394,-1,0,1,2
45.888813630814504,45.5840086870327,-1,0,1,3
50.6880758038931,40.827713689111,-1,0,1,5
50.256620942967,50.6880758038931,1,1,0,6
52.90817280718161,41.473829278900205,-1,0,1,10
52.6358402805309,52.90817280718161,1,1,0,11
51.484844945395096,52.6358402805309,1,1,0,12
48.668444797217205,51.484844945395096,1,1,0,13
51.561990561990605,52.9951887239954,1,1,0,15
58.1806971846597,51.561990561990605,1,1,0,16
58.478615498181895,58.1806971846597,1,1,0,17
55.2755869752797,58.478615498181895,1,1,0,18
40.2953214859334,48.3835591494856,-1,0,1,20
44.1891445082827,42.6433512682552,-1,0,1,1
47.4351980928137,44.1891445082827,-1,0,0,2
44.9206666476305,47.4351980928137,-1,0,1,3
44.843335233786405,43.10020924655971,-1,0,1,5
34.9428065329651,44.843335233786405,-1,0,1,6
46.369437953820295,36.5600752647925,-1,0,1,10
44.188518594530294,46.369437953820295,-1,0,1,11
32.9332455264518,44.188518594530294,-1,0,1,12
33.1597666808934,32.9332455264518,-1,0,1,13
29.778783330990702,37.5909530276165,-1,0,1,15
32.093228763945696,29.778783330990702,-1,0,1,16
28.2537752295539,32.093228763945696,-1,0,1,17
34.2486651411137,28.2537752295539,-1,0,1,18
42.642438651609105,47.554667070906106,-1,0,0,20
41.441356697484395,45.902582459729004,-1,0,1,1
45.6086124401914,41.441356697484395,-1,0,1,2
54.1780932408453,45.6086124401914,-1,0,0,3
55.7928185259496,42.502524510117205,-1,0,0,5
50.641868334114506,55.7928185259496,1,1,0,6
45.763844929688304,33.679199765222,-1,0,1,10
44.325393222151604,45.763844929688304,-1,0,1,11
